formula,numberOfSpecies,fracActinoid,fracAlkali,fracAlkaline,fracChalcogen,fracHalogen,fracLanthanoid,fracMetalloid,fracNobleGas,fracRareEarth,fracTransitionMetal,electronsPerAtom,electronegativityRange,electronegativityStd,radiiRange,radiiStd,rowRange,rowStd,ordered,crystalSystem,pointGroup,spaceGroupNumber,volumePerSite,density,c_a
Li5 Sn2,2,0.0,0.7143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4286,0.98,0.4427,0.0,0.0,3.0,1.3553,True,trigonal,-3m,166,18.1543,3.5558,1.0
Ba4 Cu4,2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,1.01,0.505,0.8,0.4,2.0,1.0,True,hexagonal,6/mmm,194,35.1359,4.7467,0.2752
La2 O8 Pd4,3,0.0,0.0,0.0,0.5714,0.0,0.1429,0.0,0.0,0.1429,0.4286,-0.1429,2.34,0.8645,1.35,0.5154,6.0,2.1853,True,tetragonal,4/m,88,13.3553,7.3845,0.8942
La2 S6 Yb2,3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.2,0.0,2.58,1.0536,0.95,0.4212,5.0,2.4495,True,orthorhombic,mmm,63,25.1574,5.3879,0.4579
Ir2 Si2 Tb1,3,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.2,0.4,0.2,2.2,0.8309,0.65,0.2379,5.0,1.9391,True,tetragonal,4/mmm,139,16.7143,11.9125,0.7078
B1 Pu1,2,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,3.5,0.76,0.38,0.9,0.45,7.0,3.5,True,cubic,m-3m,225,17.1844,12.3113,1.0
Mo6 Sn12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,-1.3333,0.2,0.0943,0.0,0.0,0.0,0.0,True,hexagonal,622,180,21.2075,8.7007,0.3865
Li4 Mo4 O20 P4,4,0.0,0.125,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.125,-1.0,2.46,0.8761,0.85,0.3629,3.0,1.0,True,orthorhombic,mmm,62,11.7368,3.782,0.9942
O12 W4,2,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.25,-0.5,1.08,0.4677,0.75,0.3248,4.0,1.7321,True,tetragonal,4/mmm,130,14.3193,6.7213,0.6944
Al2 Cl8 Cu2,3,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.1667,0.1667,1.55,0.6676,0.35,0.1443,1.0,0.3727,True,tetragonal,-42m,112,25.9396,2.4789,0.551
Mn4 Si4 Yb4,3,0.0,0.0,0.0,0.0,0.0,0.3333,0.3333,0.0,0.3333,0.3333,0.3333,1.9,0.8256,0.65,0.2656,5.0,2.1602,True,orthorhombic,mmm,62,18.1769,7.7975,0.5943
Pd1 Ti2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3333,0.66,0.3111,0.0,0.0,1.0,0.4714,True,tetragonal,4/mmm,139,16.2044,6.9052,0.5725
Er4 F20 K8,3,0.0,0.25,0.0,0.0,0.625,0.125,0.0,0.0,0.125,0.0,0.0,3.16,1.4671,1.7,0.7616,6.0,1.9843,True,orthorhombic,mm2,33,16.6435,4.2458,0.609
In8 Ti6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,3.4286,0.24,0.1188,0.15,0.0742,1.0,0.4949,True,tetragonal,4/mmm,127,21.3407,6.7014,0.2981
Ba2 Ge4,2,0.0,0.0,0.3333,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,-2.0,1.12,0.528,0.9,0.4243,2.0,0.9428,True,tetragonal,4/mmm,141,28.9439,5.4045,0.5886
Co2 Li4 O24 P8,4,0.0,0.1053,0.0,0.6316,0.0,0.0,0.0,0.0,0.0,0.0526,-1.6842,2.46,0.8538,0.85,0.3064,2.0,0.5669,True,monoclinic,2/m,15,13.132,2.5869,1.1214
Co6 Li6 O24 P6,4,0.0,0.1429,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.1429,-1.1429,2.46,0.932,0.85,0.3533,2.0,0.7284,True,trigonal,3m,159,10.938,3.4884,0.7847
Fe4 O8 Ti1,3,0.0,0.0,0.0,0.6154,0.0,0.0,0.0,0.0,0.0,0.3846,-0.3077,1.9,0.8147,0.8,0.3892,2.0,0.973,True,monoclinic,2/m,12,11.6201,4.3887,0.9797
Cu4 Pt8 S16,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,-0.2857,0.68,0.2415,0.35,0.1732,3.0,1.3093,True,monoclinic,2/m,13,18.3207,7.5355,0.6345
S4 V4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.95,0.475,0.35,0.175,1.0,0.5,True,orthorhombic,mmm,62,13.6044,5.0658,0.5522
Ca2 O10 Si2 Ti2,4,0.0,0.0,0.125,0.625,0.0,0.0,0.125,0.0,0.0,0.125,-1.0,2.44,0.9755,1.2,0.44,2.0,0.857,True,monoclinic,2/m,15,11.8954,3.4206,0.7726
Al5 Cu1 Se8,3,0.0,0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0714,0.0714,0.94,0.4469,0.2,0.0627,1.0,0.4792,True,cubic,-43m,216,21.4225,4.5962,1.0
Hg2 P2 S6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.58,0.2451,0.5,0.2,3.0,1.2,True,triclinic,-1,2,25.6634,4.2415,0.8195
B2 K2 O6 Zr1,4,0.0,0.1818,0.0,0.5455,0.0,0.0,0.1818,0.0,0.0,0.0909,0.0,2.62,1.076,1.6,0.6166,3.0,1.0679,True,trigonal,-3m,166,13.5055,3.2084,1.0
Al2 N2 Zr4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,1.71,0.7093,0.9,0.3674,3.0,1.299,True,hexagonal,6/mmm,194,16.6217,5.5804,0.2261
C8 Cs4 O24 Pr4,4,0.0,0.1,0.0,0.6,0.0,0.1,0.0,0.0,0.1,0.0,-1.6,2.65,0.9695,2.0,0.6627,6.0,2.0494,True,triclinic,-1,2,15.6847,4.1695,0.9641
As8 Rb8 Se16,3,0.0,0.25,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,-1.5,1.73,0.7119,1.2,0.5196,1.0,0.433,True,monoclinic,2/m,15,36.1011,3.6603,0.7479
Dy3,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,True,trigonal,-3m,166,31.5745,8.5461,1.0
B32 Cl32 P16,3,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.2,1.12,0.527,0.15,0.0735,1.0,0.4899,True,orthorhombic,mmm,60,26.8216,1.5292,0.2622
O40 S8 Sn16,3,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,-2.5,1.48,0.6419,0.85,0.3629,3.0,1.2686,True,tetragonal,-42m,114,17.963,4.0383,0.8053
Al12 Li12 O24,3,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,1.0954,0.85,0.3816,1.0,0.433,True,monoclinic,2,5,8.0205,3.412,0.1291
Al2 Si2 Te6,3,0.0,0.0,0.0,0.6,0.0,0.0,0.8,0.0,0.0,0.0,-1.4,0.49,0.1923,0.3,0.12,2.0,0.9798,True,trigonal,-3,147,31.8003,4.5729,0.8996
C2 Fe4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.72,0.3394,0.7,0.33,2.0,0.9428,True,orthorhombic,mmm,58,9.4971,7.2096,0.599
Be26 Sr2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.62,0.1597,0.95,0.2447,3.0,0.7726,True,cubic,m-3m,226,10.0199,2.424,1.0
Fe4 Nb4 O16,3,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.3333,-0.1667,1.84,0.8159,0.85,0.3892,3.0,1.2134,True,orthorhombic,mm2,33,11.4177,5.1569,1.6663
Co6 Ga2 Y6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571,2.5714,0.66,0.3188,0.5,0.2295,1.0,0.4949,True,orthorhombic,mmm,63,18.9483,6.4254,0.3202
As2 I6,2,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.0,-1.5,0.48,0.2078,0.25,0.1083,1.0,0.433,True,trigonal,-3,148,44.5739,4.2435,1.0
Rb1 S2 Sn1,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.75,1.76,0.7187,1.35,0.5511,2.0,1.0,True,trigonal,3m,160,27.8038,4.0061,1.0
Cr1 O1,2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.78,0.89,0.8,0.4,2.0,1.0,True,cubic,m-3m,225,10.9479,5.1567,1.0
Al6 Zr10,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,3.625,0.28,0.1356,0.3,0.1452,2.0,0.9682,True,tetragonal,4/mmm,140,20.7801,5.3646,0.6502
Ca8 S2 Sb4,3,0.0,0.0,0.5714,0.0,0.0,0.0,0.2857,0.0,0.0,0.0,0.0,1.58,0.6287,0.8,0.2837,2.0,0.6389,True,tetragonal,-42m,122,28.6688,3.6068,1.0
O8 Pb2 Sr4,3,0.0,0.0,0.2857,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,-0.2857,2.49,1.0911,1.4,0.6627,4.0,1.6782,True,orthorhombic,mmm,55,16.2324,6.5242,0.3475
B2 Ta1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.3333,3.6667,0.54,0.2546,0.6,0.2828,4.0,1.8856,True,hexagonal,6/mmm,191,9.2531,12.1175,0.9264
Ir1 N6 O12 Tl3,4,0.0,0.0,0.0,0.5455,0.0,0.0,0.0,0.0,0.0,0.0455,-1.6364,1.82,0.6278,1.3,0.454,4.0,1.5428,True,cubic,m-3m,225,14.1708,5.76,1.0
Cl4 O14,2,0.0,0.0,0.0,0.7778,0.2222,0.0,0.0,0.0,0.0,0.0,-1.7778,0.28,0.1164,0.4,0.1663,1.0,0.4157,True,monoclinic,2/m,15,16.5939,2.0336,0.531
O16 P4 Sm4,3,0.0,0.0,0.0,0.6667,0.0,0.1667,0.0,0.0,0.1667,0.0,-1.3333,2.27,0.8804,1.25,0.4598,6.0,2.1922,True,monoclinic,2/m,14,12.2283,5.5524,0.9191
Hf1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,True,cubic,m-3m,225,22.501,13.1723,1.0
Cl10 Sc7,2,0.0,0.0,0.0,0.0,0.5882,0.0,0.0,0.0,0.0,0.4118,0.6471,1.8,0.8859,0.6,0.2953,1.0,0.4922,True,monoclinic,2/m,12,26.201,2.4949,0.2809
Au4 Cd4 Yb4,3,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,0.6667,2.6667,2.54,1.0557,0.4,0.1633,3.0,1.2472,True,orthorhombic,mmm,62,23.6288,11.3008,0.5018
Co6 O24 P6,3,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.1667,-1.5,1.56,0.6683,0.75,0.2893,2.0,0.7638,True,triclinic,1,1,12.4923,3.4096,0.7932
O6 Pb2 Rb4,3,0.0,0.3333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333,2.62,1.1719,1.75,0.8045,4.0,1.6997,True,orthorhombic,mm2,36,21.421,5.5056,0.9156
F14 Sm2 Zr2,3,0.0,0.0,0.0,0.0,0.7778,0.1111,0.0,0.0,0.1111,0.1111,-0.0,2.81,1.1356,1.35,0.5039,6.0,2.0,True,monoclinic,2,4,16.8596,4.0992,0.7003
Li2 O10 V4,3,0.0,0.125,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.25,0.125,2.46,0.9989,0.85,0.3803,2.0,0.866,True,orthorhombic,mmm,63,13.1353,2.9838,0.3205
Ba2 La1 O6 Re1,4,0.0,0.0,0.2,0.6,0.0,0.1,0.0,0.0,0.1,0.2,-0.1,2.55,1.1308,1.55,0.6698,6.0,2.2716,True,cubic,m-3m,225,16.4043,7.0429,1.0
Be4 O4,2,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,0.935,0.45,0.225,0.0,0.0,True,tetragonal,4/mmm,136,7.2747,2.8546,0.5819
Ba6 Cr4 S12,3,0.0,0.0,0.2727,0.0,0.0,0.0,0.0,0.0,0.0,0.1818,0.0,1.69,0.7336,1.15,0.4904,3.0,1.2792,True,trigonal,-3m,167,24.1831,4.4218,1.0
Ba2 O24 Se2 Si6 Sm8,5,0.0,0.0,0.0476,0.619,0.0,0.1905,0.1429,0.0,0.1905,0.0,-1.1429,2.55,1.0007,1.55,0.5426,6.0,2.3416,True,hexagonal,6,173,14.5097,5.9618,1.4396
I20 K8 Pr4,3,0.0,0.25,0.0,0.0,0.625,0.125,0.0,0.0,0.125,0.0,0.0,1.84,0.8455,0.8,0.3459,4.0,1.1659,True,orthorhombic,mmm,62,42.5616,4.163,0.6372
Ca2 Ir2 Sn4,3,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.75,1.2,0.4609,0.45,0.1709,2.0,0.7071,True,orthorhombic,mmm,63,22.7898,8.5562,0.5674
B2 Nd1 Ru3,3,0.0,0.0,0.0,0.0,0.0,0.1667,0.3333,0.0,0.1667,0.5,3.0,1.06,0.378,1.0,0.3384,6.0,2.0616,True,hexagonal,6/mmm,191,13.6569,9.5057,1.8271
Cl4 Pd2 Se12,3,0.0,0.0,0.0,0.6667,0.2222,0.0,0.0,0.0,0.0,0.1111,-1.3333,0.96,0.2949,0.4,0.1091,2.0,0.5666,True,monoclinic,2/m,14,30.6916,3.914,0.3771
Dy8 O16 Se4 Si4,4,0.0,0.0,0.0,0.625,0.0,0.25,0.125,0.0,0.25,0.0,-1.0,2.22,0.9435,1.15,0.4736,6.0,2.4717,True,orthorhombic,mmm,57,14.3683,7.1659,0.5588
Mg1 Pu2,2,0.6667,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,3.3333,0.03,0.0141,0.25,0.1179,6.0,2.8284,True,cubic,m-3m,225,32.5256,8.7183,1.0
C2 Pb2 Ti4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,1.01,0.4567,1.1,0.3961,4.0,1.4142,True,hexagonal,6/mmm,194,15.8046,8.2726,0.2308
Si6 Sr10,2,0.0,0.0,0.625,0.0,0.0,0.0,0.375,0.0,0.0,0.0,-0.25,0.95,0.4599,0.9,0.4357,2.0,0.9682,True,tetragonal,4/mmm,140,32.3693,3.3496,0.8261
C1 Mg3 Zn1,3,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,1.24,0.4804,0.8,0.3105,2.0,0.6325,True,cubic,m-3m,221,17.1174,2.9168,1.0
Mn4 O16 Rb4,3,0.0,0.1667,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.1667,-0.8333,2.62,1.0837,1.75,0.6606,3.0,1.2134,True,orthorhombic,mmm,62,18.8157,3.0065,0.6141
Ag3 Gd3 Ge3,3,0.0,0.0,0.0,0.0,0.0,0.3333,0.3333,0.0,0.3333,0.3333,0.0,0.81,0.3644,0.55,0.2273,4.0,1.6997,True,hexagonal,-6m2,189,21.5543,8.6736,1.6966
U30,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,True,tetragonal,4/mmm,136,20.5385,19.2446,0.5396
Er4 Ge4 Ir4,3,0.0,0.0,0.0,0.0,0.0,0.3333,0.3333,0.0,0.3333,0.3333,0.6667,0.96,0.4151,0.5,0.216,4.0,1.633,True,orthorhombic,mmm,62,18.6009,12.8586,0.5649
C2 O6 Sr2,3,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,2.49,0.9703,1.4,0.5514,3.0,1.2,True,trigonal,-3m,167,14.8775,3.2955,1.2562
Pd2 Pu1 Si2,3,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.4,0.0,0.92,0.336,0.65,0.2408,6.0,2.1909,True,tetragonal,4/mmm,139,16.9099,10.0754,0.6847
Ba2 Cu1 O8 P2,4,0.0,0.0,0.1538,0.6154,0.0,0.0,0.0,0.0,0.0,0.0769,-1.2308,2.55,0.9638,1.55,0.5564,4.0,1.4391,True,monoclinic,2/m,12,16.6371,4.0549,0.7423
Dy2 O2 Te1,3,0.0,0.0,0.0,0.6,0.0,0.4,0.2,0.0,0.4,0.0,0.0,2.22,0.9971,1.15,0.5221,6.0,2.6833,True,tetragonal,4/mmm,139,19.3854,8.3021,0.5742
Sn1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,True,cubic,m-3m,229,27.6451,7.1305,1.0
Ba2 Cu2 Sb2,3,0.0,0.0,0.3333,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,0.3333,1.16,0.5151,0.8,0.3559,2.0,0.8165,True,hexagonal,6/mmm,194,29.6852,6.0158,0.4829
Cu4 Er4 P8,3,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,-0.25,0.95,0.388,0.75,0.3092,5.0,2.0616,True,monoclinic,2/m,14,16.6837,7.2845,0.1914
As2 K2 Sn2,3,0.0,0.3333,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,-2.0,1.36,0.5961,1.05,0.4416,1.0,0.4714,True,hexagonal,6mm,186,32.693,3.9403,0.3225
Gd2 Sc2 Si2,3,0.0,0.0,0.0,0.0,0.0,0.3333,0.3333,0.0,0.3333,0.3333,0.6667,0.7,0.2995,0.7,0.2944,5.0,2.1602,True,tetragonal,4/mmm,139,23.2388,5.4852,0.5054
Cu1 Ti3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,0.36,0.1559,0.05,0.0217,0.0,0.0,True,tetragonal,4/mmm,123,15.6648,5.4896,1.0004
Fe4 O24 Se8,3,0.0,0.0,0.0,0.8889,0.0,0.0,0.0,0.0,0.0,0.1111,-1.5556,1.61,0.5676,0.8,0.3062,2.0,0.9428,True,tetragonal,-42m,122,16.8992,3.382,1.0
Li6 Ni4 O24 P6,4,0.0,0.15,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,-1.3,2.46,0.9342,0.85,0.346,2.0,0.6538,True,monoclinic,2/m,12,10.3209,3.4038,0.2582
F20 Te4 Tl4,3,0.0,0.0,0.0,0.1429,0.7143,0.0,0.1429,0.0,0.0,0.0,-0.8571,2.36,0.9663,1.4,0.5364,4.0,1.6036,True,orthorhombic,mmm,62,19.0259,5.3236,0.2891
Li4 Mn4 O16 P4,4,0.0,0.1429,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.1429,-1.1429,2.46,0.9788,0.85,0.363,2.0,0.7284,True,orthorhombic,mm2,33,13.1348,2.8328,2.0133
Cd6 Mg2,2,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.0,0.38,0.1645,0.05,0.0217,2.0,0.866,True,hexagonal,6/mmm,194,22.0601,6.8035,1.2608
As1 Ca2 I1,3,0.0,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,1.66,0.73,0.65,0.277,1.0,0.433,True,trigonal,-3m,166,31.554,3.7099,1.0
C2 Lu1,2,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,0.0,-1.6667,1.28,0.6034,1.05,0.495,4.0,1.8856,True,tetragonal,4/mmm,139,12.8384,8.5791,0.9048
Hg1 Te1,2,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,-0.5,0.1,0.05,0.1,0.05,1.0,0.5,True,cubic,-43m,216,36.9326,7.3779,1.0
Co6 Sb8 Th6,3,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.3,0.3,0.6,0.75,0.3182,0.45,0.1847,5.0,2.0712,True,cubic,-43m,220,22.1557,10.1927,1.0
N2 Na2 O6,3,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,2.51,0.9764,1.2,0.4754,1.0,0.4,True,trigonal,-3m,167,13.1076,2.1535,1.0
As8 O40 Sr4 V8,4,0.0,0.0,0.0667,0.6667,0.0,0.0,0.1333,0.0,0.0,0.1333,-0.9333,2.49,0.8549,1.4,0.4182,3.0,1.0625,True,orthorhombic,222,19,13.7352,4.0246,0.3868
As2 Mn2 Na2,3,0.0,0.3333,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,0.0,1.25,0.5103,0.65,0.2677,1.0,0.4714,True,tetragonal,4/mmm,129,19.9325,4.2445,0.5902
Ca2 Cl2 H2,3,0.0,0.0,0.3333,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.8836,1.55,0.6329,3.0,1.2472,True,tetragonal,4/mmm,129,17.013,2.4902,0.5533
Ho1 Os2 Si2,3,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.2,0.4,0.6,0.97,0.3544,0.65,0.2375,5.0,1.9391,True,tetragonal,4/mmm,139,16.7996,11.8921,0.7384
Mn1 Na6 O18 Si6 Ti1,5,0.0,0.1875,0.0,0.5625,0.0,0.0,0.1875,0.0,0.0,0.0625,-1.5,2.51,1.0391,1.2,0.47,2.0,0.6124,True,trigonal,3m,160,12.3611,2.927,1.0
F34 Lu6 Sr8,3,0.0,0.0,0.1667,0.0,0.7083,0.125,0.0,0.0,0.125,0.0,-0.0,3.03,1.3177,1.5,0.6366,4.0,1.5811,True,triclinic,1,1,13.477,6.1522,1.0055
As3 Na3 Sr3,3,0.0,0.3333,0.3333,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,-0.0,1.25,0.5846,0.85,0.3629,2.0,0.8165,True,hexagonal,-6m2,189,27.6624,3.7124,1.7099
Ge2 Li4 O10 V2,4,0.0,0.2222,0.0,0.5556,0.0,0.0,0.1111,0.0,0.0,0.1111,-0.7778,2.46,1.0555,0.85,0.389,2.0,0.8315,True,tetragonal,4/mmm,129,11.1453,3.5999,0.6983
Li28 Si8,2,0.0,0.7778,0.0,0.0,0.0,0.0,0.2222,0.0,0.0,0.0,-0.1111,0.92,0.3825,0.35,0.1455,1.0,0.4157,True,orthorhombic,mmm,55,14.9016,1.2971,0.2989
O14 Sm4 Zr4,3,0.0,0.0,0.0,0.6364,0.0,0.1818,0.0,0.0,0.1818,0.1818,0.0,2.27,1.0546,1.25,0.5368,6.0,2.3461,True,cubic,m-3m,227,13.9953,6.4196,1.0
Lu1 Ni5,2,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.1667,0.8333,2.1667,0.64,0.2385,0.4,0.1491,2.0,0.7454,True,hexagonal,6/mmm,191,13.2018,9.82,1.2166
Ca2 O12 Sr4 W2,4,0.0,0.0,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.1,-0.2,2.49,1.1088,1.4,0.6055,4.0,1.5362,True,orthorhombic,mmm,59,14.914,5.5131,0.6979
Ge2 Na4 O6,3,0.0,0.3333,0.0,0.5,0.0,0.0,0.1667,0.0,0.0,0.0,-1.3333,2.51,1.1337,1.2,0.5404,2.0,0.7454,True,orthorhombic,mm2,36,14.4151,3.1989,0.7905
Ga8 Na16 S20,3,0.0,0.3636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.7418,0.8,0.3602,1.0,0.3857,True,monoclinic,2/m,14,22.724,2.6023,0.3072
Ni8 O4 Zr16,3,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.8571,2.5714,2.11,0.7169,0.95,0.3212,3.0,1.0302,True,cubic,m-3m,227,16.8668,7.008,1.0
Dy1 K1 S2,3,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,1.76,0.7927,1.2,0.5128,5.0,2.0616,True,trigonal,-3m,166,26.2107,4.2087,1.0
As4 F16 K4 O4,4,0.0,0.1429,0.0,0.1429,0.5714,0.0,0.1429,0.0,0.0,0.0,-1.1429,3.16,1.1462,1.7,0.5934,2.0,0.9035,True,monoclinic,2/m,14,15.6935,3.1141,0.3948
Te12 Th7,2,0.3684,0.0,0.0,0.6316,0.0,0.0,0.6316,0.0,0.3684,0.0,0.2105,0.8,0.3859,0.4,0.193,4.0,1.9295,True,hexagonal,-6,174,31.4293,8.7745,2.8893
Cu4 O8 Sm2,3,0.0,0.0,0.0,0.5714,0.0,0.1429,0.0,0.0,0.1429,0.2857,-0.1429,2.27,0.9108,1.25,0.4792,6.0,2.0603,True,monoclinic,2/m,15,11.6211,6.97,0.9114
Ba6 O18 Pr2 Ru4,4,0.0,0.0,0.2,0.6,0.0,0.0667,0.0,0.0,0.0667,0.1333,-0.2,2.55,1.0833,1.55,0.6428,6.0,2.0591,True,hexagonal,6/mmm,194,15.6946,6.3413,0.4005
Na10 Sn12 Sr1,3,0.0,0.4348,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5652,1.03,0.5136,0.55,0.1882,2.0,0.9915,True,cubic,-43m,217,31.8377,3.9504,1.0
B8 H32 Li8 O32,4,0.0,0.1,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,-0.8,2.46,0.7989,1.2,0.3558,1.0,0.4899,True,orthorhombic,mmm,61,7.8455,1.8156,0.8466
Nb2 Sb4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.3333,-0.3333,0.45,0.2121,0.0,0.0,0.0,0.0,True,monoclinic,2/m,12,23.1426,8.0465,0.4844
Au2 Ca1 Si2,3,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0,1.54,0.5657,0.7,0.2557,3.0,1.3565,True,tetragonal,4/mmm,139,19.3698,8.4045,0.7391
Ga2 Mn3 Si1 Tb3,4,0.0,0.0,0.0,0.0,0.0,0.3333,0.1111,0.0,0.3333,0.3333,1.8889,1.9,0.8081,0.65,0.2221,5.0,1.9876,True,hexagonal,-6m2,189,19.3854,7.701,1.8198
Li40 O32 Tl8,3,0.0,0.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,2.46,1.1676,1.3,0.4714,4.0,1.2,True,tetragonal,4/mmm,137,10.7867,4.6658,0.3569
O22 Sm4 Te8,3,0.0,0.0,0.0,0.8824,0.0,0.1176,0.2353,0.0,0.1176,0.0,-1.4118,2.27,0.8304,1.25,0.4712,6.0,2.088,True,monoclinic,2/m,15,15.6877,6.1462,0.321
Cu12 Na36 O36,3,0.0,0.4286,0.0,0.4286,0.0,0.0,0.0,0.0,0.0,0.1429,-0.1429,2.51,1.1662,1.2,0.558,2.0,0.6999,True,orthorhombic,mmm,64,13.2225,3.2385,0.4986
Hg1 Ti3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.25,0.46,0.1992,0.1,0.0433,2.0,0.866,True,cubic,m-3m,221,17.7388,8.055,1.0
